timestamp,county,covid_hospitalizations,covid_hospitalizations_update_9_29_remove_minus
2020-09-11T190135,HILLSBOROUGH,157,NA
2020-09-11T190135,HOLMES,0,NA
2020-09-11T190135,INDIAN RIVER,7,NA
2020-09-11T190135,JACKSON,11,NA
2020-09-11T190135,LAKE,42,NA
2020-09-11T190135,LEE,74,NA
2020-09-11T190135,LEON,57,NA
2020-09-11T190135,MADISON,0,NA
2020-09-11T190135,MANATEE,19,NA
2020-09-11T190135,MARION,49,NA
2020-09-11T190135,MARTIN,14,NA
2020-09-11T190135,MIAMI-DADE,472,NA
2020-09-11T190135,MONROE,3,NA
2020-09-11T190135,NASSAU,4,NA
2020-09-11T190135,OKALOOSA,24,NA
2020-09-11T190135,OKEECHOBEE,12,NA
2020-09-11T190135,ORANGE,125,NA
2020-09-11T190135,OSCEOLA,54,NA
2020-09-11T190135,PALM BEACH,153,NA
2020-09-11T190135,PASCO,21,NA
2020-09-11T190135,PINELLAS,119,NA
2020-09-11T190135,POLK,115,NA
2020-09-11T190135,PUTNAM,3,NA
2020-09-11T190135,SANTA ROSA,5,NA
2020-09-11T190135,SARASOTA,43,NA
2020-09-11T190135,SEMINOLE,36,NA
2020-09-11T190135,ST. JOHNS,14,NA
2020-09-11T190135,ST. LUCIE,56,NA
2020-09-11T190135,SUMTER,12,NA
2020-09-11T190135,SUWANNEE,0,NA
2020-09-11T190135,TAYLOR,0,NA
2020-09-11T190135,UNION,14,NA
2020-09-11T190135,VOLUSIA,56,NA
2020-09-11T190135,WALTON,5,NA
2020-09-11T190135,WASHINGTON,1,NA
2020-09-11T190135,All,"2,815",NA
2020-09-12T070107,ALACHUA,91,NA
2020-09-12T070107,BAKER,34,NA
2020-09-12T070107,BAY,24,NA
2020-09-12T070107,BRADFORD,0,NA
2020-09-12T070107,BREVARD,68,NA
2020-09-12T070107,BROWARD,312,NA
2020-09-12T070107,CALHOUN,0,NA
2020-09-12T070107,CHARLOTTE,22,NA
2020-09-12T070107,CITRUS,26,NA
2020-09-12T070107,CLAY,36,NA
2020-09-12T070107,COLLIER,38,NA
2020-09-12T070107,COLUMBIA,13,NA
2020-09-12T070107,DESOTO,1,NA
2020-09-12T070107,DUVAL,155,NA
2020-09-12T070107,ESCAMBIA,69,NA
2020-09-12T070107,FLAGLER,11,NA
2020-09-12T070107,FRANKLIN,0,NA
2020-09-12T070107,GADSDEN,87,NA
2020-09-12T070107,GULF,1,NA
2020-09-12T070107,HARDEE,0,NA
2020-09-12T070107,HENDRY,3,NA
2020-09-12T070107,HERNANDO,18,NA
2020-09-12T070107,HIGHLANDS,29,NA
2020-09-12T070107,HILLSBOROUGH,157,NA
2020-09-12T070107,HOLMES,0,NA
2020-09-12T070107,INDIAN RIVER,7,NA
2020-09-12T070107,JACKSON,11,NA
2020-09-12T070107,LAKE,42,NA
2020-09-12T070107,LEE,74,NA
2020-09-12T070107,LEON,57,NA
2020-09-12T070107,MADISON,0,NA
2020-09-12T070107,MANATEE,19,NA
2020-09-12T070107,MARION,49,NA
2020-09-12T070107,MARTIN,14,NA
2020-09-12T070107,MIAMI-DADE,472,NA
2020-09-12T070107,MONROE,3,NA
2020-09-12T070107,NASSAU,4,NA
2020-09-12T070107,OKALOOSA,24,NA
2020-09-12T070107,OKEECHOBEE,12,NA
2020-09-12T070107,ORANGE,125,NA
2020-09-12T070107,OSCEOLA,54,NA
2020-09-12T070107,PALM BEACH,153,NA
2020-09-12T070107,PASCO,21,NA
2020-09-12T070107,PINELLAS,119,NA
2020-09-12T070107,POLK,115,NA
2020-09-12T070107,PUTNAM,3,NA
2020-09-12T070107,SANTA ROSA,5,NA
2020-09-12T070107,SARASOTA,43,NA
2020-09-12T070107,SEMINOLE,36,NA
2020-09-12T070107,ST. JOHNS,14,NA
2020-09-12T070107,ST. LUCIE,56,NA
2020-09-12T070107,SUMTER,12,NA
2020-09-12T070107,SUWANNEE,0,NA
2020-09-12T070107,TAYLOR,0,NA
2020-09-12T070107,UNION,14,NA
2020-09-12T070107,VOLUSIA,56,NA
2020-09-12T070107,WALTON,5,NA
2020-09-12T070107,WASHINGTON,1,NA
2020-09-12T070107,All,"2,815",NA
2020-09-12T120143,ALACHUA,91,NA
2020-09-12T120143,BAKER,34,NA
2020-09-12T120143,BAY,24,NA
2020-09-12T120143,BRADFORD,0,NA
2020-09-12T120143,BREVARD,68,NA
2020-09-12T120143,BROWARD,312,NA
2020-09-12T120143,CALHOUN,0,NA
2020-09-12T120143,CHARLOTTE,22,NA
2020-09-12T120143,CITRUS,26,NA
2020-09-12T120143,CLAY,36,NA
2020-09-12T120143,COLLIER,38,NA
2020-09-12T120143,COLUMBIA,13,NA
2020-09-12T120143,DESOTO,1,NA
2020-09-12T120143,DUVAL,155,NA
2020-09-12T120143,ESCAMBIA,69,NA
2020-09-12T120143,FLAGLER,11,NA
2020-09-12T120143,FRANKLIN,0,NA
2020-09-12T120143,GADSDEN,87,NA
2020-09-12T120143,GULF,1,NA
2020-09-12T120143,HARDEE,0,NA
2020-09-12T120143,HENDRY,3,NA
2020-09-12T120143,HERNANDO,18,NA
2020-09-12T120143,HIGHLANDS,29,NA
2020-09-12T120143,HILLSBOROUGH,157,NA
2020-09-12T120143,HOLMES,0,NA
2020-09-12T120143,INDIAN RIVER,7,NA
2020-09-12T120143,JACKSON,11,NA
2020-09-12T120143,LAKE,42,NA
2020-09-12T120143,LEE,74,NA
2020-09-12T120143,LEON,57,NA
2020-09-12T120143,MADISON,0,NA
2020-09-12T120143,MANATEE,19,NA
2020-09-12T120143,MARION,49,NA
2020-09-12T120143,MARTIN,14,NA
2020-09-12T120143,MIAMI-DADE,472,NA
2020-09-12T120143,MONROE,3,NA
2020-09-12T120143,NASSAU,4,NA
2020-09-12T120143,OKALOOSA,24,NA
2020-09-12T120143,OKEECHOBEE,12,NA
2020-09-12T120143,ORANGE,125,NA
2020-09-12T120143,OSCEOLA,54,NA
2020-09-12T120143,PALM BEACH,153,NA
2020-09-12T120143,PASCO,21,NA
2020-09-12T120143,PINELLAS,119,NA
2020-09-12T120143,POLK,115,NA
2020-09-12T120143,PUTNAM,3,NA
2020-09-12T120143,SANTA ROSA,5,NA
2020-09-12T120143,SARASOTA,43,NA
2020-09-12T120143,SEMINOLE,36,NA
2020-09-12T120143,ST. JOHNS,14,NA
2020-09-12T120143,ST. LUCIE,56,NA
2020-09-12T120143,SUMTER,12,NA
2020-09-12T120143,SUWANNEE,0,NA
2020-09-12T120143,TAYLOR,0,NA
2020-09-12T120143,UNION,14,NA
2020-09-12T120143,VOLUSIA,56,NA
2020-09-12T120143,WALTON,5,NA
2020-09-12T120143,WASHINGTON,1,NA
2020-09-12T120143,All,"2,815",NA
2020-09-12T190209,ALACHUA,89,NA
2020-09-12T190209,BAKER,35,NA
2020-09-12T190209,BAY,22,NA
2020-09-12T190209,BRADFORD,0,NA
2020-09-12T190209,BREVARD,61,NA
2020-09-12T190209,BROWARD,297,NA
2020-09-12T190209,CALHOUN,0,NA
2020-09-12T190209,CHARLOTTE,22,NA
2020-09-12T190209,CITRUS,24,NA
2020-09-12T190209,CLAY,37,NA
2020-09-12T190209,COLLIER,38,NA
2020-09-12T190209,COLUMBIA,10,NA
2020-09-12T190209,DESOTO,0,NA
2020-09-12T190209,DUVAL,165,NA
2020-09-12T190209,ESCAMBIA,66,NA
2020-09-12T190209,FLAGLER,11,NA
2020-09-12T190209,FRANKLIN,0,NA
2020-09-12T190209,GADSDEN,57,NA
2020-09-12T190209,GULF,1,NA
2020-09-12T190209,HARDEE,0,NA
2020-09-12T190209,HENDRY,3,NA
2020-09-12T190209,HERNANDO,20,NA
2020-09-12T190209,HIGHLANDS,27,NA
2020-09-12T190209,HILLSBOROUGH,156,NA
2020-09-12T190209,HOLMES,0,NA
2020-09-12T190209,INDIAN RIVER,5,NA
2020-09-12T190209,JACKSON,10,NA
2020-09-12T190209,LAKE,37,NA
2020-09-12T190209,LEE,70,NA
2020-09-12T190209,LEON,55,NA
2020-09-12T190209,MADISON,0,NA
2020-09-12T190209,MANATEE,21,NA
2020-09-12T190209,MARION,56,NA
2020-09-12T190209,MARTIN,12,NA
2020-09-12T190209,MIAMI-DADE,448,NA
2020-09-12T190209,MONROE,4,NA
2020-09-12T190209,NASSAU,3,NA
2020-09-12T190209,OKALOOSA,21,NA
2020-09-12T190209,OKEECHOBEE,14,NA
2020-09-12T190209,ORANGE,114,NA
2020-09-12T190209,OSCEOLA,52,NA
2020-09-12T190209,PALM BEACH,146,NA
2020-09-12T190209,PASCO,25,NA
2020-09-12T190209,PINELLAS,109,NA
2020-09-12T190209,POLK,105,NA
2020-09-12T190209,PUTNAM,7,NA
2020-09-12T190209,SANTA ROSA,7,NA
2020-09-12T190209,SARASOTA,34,NA
2020-09-12T190209,SEMINOLE,35,NA
2020-09-12T190209,ST. JOHNS,10,NA
2020-09-12T190209,ST. LUCIE,55,NA
2020-09-12T190209,SUMTER,11,NA
2020-09-12T190209,SUWANNEE,0,NA
2020-09-12T190209,TAYLOR,0,NA
2020-09-12T190209,UNION,12,NA
2020-09-12T190209,VOLUSIA,57,NA
2020-09-12T190209,WALTON,6,NA
2020-09-12T190209,WASHINGTON,1,NA
2020-09-12T190209,All,"2,683",NA
2020-09-13T070234,ALACHUA,89,NA
2020-09-13T070234,BAKER,35,NA
2020-09-13T070234,BAY,22,NA
2020-09-13T070234,BRADFORD,0,NA
2020-09-13T070234,BREVARD,61,NA
2020-09-13T070234,BROWARD,297,NA
2020-09-13T070234,CALHOUN,0,NA
2020-09-13T070234,CHARLOTTE,22,NA
2020-09-13T070234,CITRUS,24,NA
2020-09-13T070234,CLAY,37,NA
2020-09-13T070234,COLLIER,38,NA
2020-09-13T070234,COLUMBIA,10,NA
2020-09-13T070234,DESOTO,0,NA
2020-09-13T070234,DUVAL,165,NA
2020-09-13T070234,ESCAMBIA,66,NA
2020-09-13T070234,FLAGLER,11,NA
2020-09-13T070234,FRANKLIN,0,NA
2020-09-13T070234,GADSDEN,57,NA
2020-09-13T070234,GULF,1,NA
2020-09-13T070234,HARDEE,0,NA
2020-09-13T070234,HENDRY,3,NA
2020-09-13T070234,HERNANDO,20,NA
2020-09-13T070234,HIGHLANDS,27,NA
2020-09-13T070234,HILLSBOROUGH,156,NA
2020-09-13T070234,HOLMES,0,NA
2020-09-13T070234,INDIAN RIVER,5,NA
2020-09-13T070234,JACKSON,10,NA
2020-09-13T070234,LAKE,37,NA
2020-09-13T070234,LEE,70,NA
2020-09-13T070234,LEON,55,NA
2020-09-13T070234,MADISON,0,NA
2020-09-13T070234,MANATEE,21,NA
2020-09-13T070234,MARION,56,NA
2020-09-13T070234,MARTIN,12,NA
2020-09-13T070234,MIAMI-DADE,450,NA
2020-09-13T070234,MONROE,4,NA
2020-09-13T070234,NASSAU,3,NA
2020-09-13T070234,OKALOOSA,21,NA
2020-09-13T070234,OKEECHOBEE,14,NA
2020-09-13T070234,ORANGE,114,NA
2020-09-13T070234,OSCEOLA,52,NA
2020-09-13T070234,PALM BEACH,146,NA
2020-09-13T070234,PASCO,25,NA
2020-09-13T070234,PINELLAS,109,NA
2020-09-13T070234,POLK,105,NA
2020-09-13T070234,PUTNAM,7,NA
2020-09-13T070234,SANTA ROSA,7,NA
2020-09-13T070234,SARASOTA,34,NA
2020-09-13T070234,SEMINOLE,35,NA
2020-09-13T070234,ST. JOHNS,10,NA
2020-09-13T070234,ST. LUCIE,55,NA
2020-09-13T070234,SUMTER,11,NA
2020-09-13T070234,SUWANNEE,0,NA
2020-09-13T070234,TAYLOR,0,NA
2020-09-13T070234,UNION,12,NA
2020-09-13T070234,VOLUSIA,57,NA
2020-09-13T070234,WALTON,6,NA
2020-09-13T070234,WASHINGTON,1,NA
2020-09-13T070234,All,"2,685",NA
2020-09-13T120056,ALACHUA,89,NA
2020-09-13T120056,BAKER,35,NA
2020-09-13T120056,BAY,22,NA
2020-09-13T120056,BRADFORD,0,NA
2020-09-13T120056,BREVARD,61,NA
2020-09-13T120056,BROWARD,297,NA
2020-09-13T120056,CALHOUN,0,NA
2020-09-13T120056,CHARLOTTE,22,NA
2020-09-13T120056,CITRUS,24,NA
2020-09-13T120056,CLAY,37,NA
2020-09-13T120056,COLLIER,38,NA
2020-09-13T120056,COLUMBIA,10,NA
2020-09-13T120056,DESOTO,0,NA
2020-09-13T120056,DUVAL,165,NA
2020-09-13T120056,ESCAMBIA,66,NA
2020-09-13T120056,FLAGLER,11,NA
2020-09-13T120056,FRANKLIN,0,NA
2020-09-13T120056,GADSDEN,57,NA
2020-09-13T120056,GULF,1,NA
2020-09-13T120056,HARDEE,0,NA
2020-09-13T120056,HENDRY,3,NA
2020-09-13T120056,HERNANDO,20,NA
2020-09-13T120056,HIGHLANDS,27,NA
2020-09-13T120056,HILLSBOROUGH,156,NA
2020-09-13T120056,HOLMES,0,NA
2020-09-13T120056,INDIAN RIVER,5,NA
2020-09-13T120056,JACKSON,10,NA
2020-09-13T120056,LAKE,37,NA
2020-09-13T120056,LEE,70,NA
2020-09-13T120056,LEON,55,NA
2020-09-13T120056,MADISON,0,NA
2020-09-13T120056,MANATEE,21,NA
2020-09-13T120056,MARION,56,NA
2020-09-13T120056,MARTIN,12,NA
2020-09-13T120056,MIAMI-DADE,450,NA
2020-09-13T120056,MONROE,4,NA
2020-09-13T120056,NASSAU,3,NA
2020-09-13T120056,OKALOOSA,21,NA
2020-09-13T120056,OKEECHOBEE,14,NA
2020-09-13T120056,ORANGE,114,NA
2020-09-13T120056,OSCEOLA,52,NA
2020-09-13T120056,PALM BEACH,146,NA
2020-09-13T120056,PASCO,25,NA
2020-09-13T120056,PINELLAS,109,NA
2020-09-13T120056,POLK,105,NA
2020-09-13T120056,PUTNAM,7,NA
2020-09-13T120056,SANTA ROSA,7,NA
2020-09-13T120056,SARASOTA,34,NA
2020-09-13T120056,SEMINOLE,35,NA
2020-09-13T120056,ST. JOHNS,10,NA
2020-09-13T120056,ST. LUCIE,55,NA
2020-09-13T120056,SUMTER,11,NA
2020-09-13T120056,SUWANNEE,0,NA
2020-09-13T120056,TAYLOR,0,NA
2020-09-13T120056,UNION,12,NA
2020-09-13T120056,VOLUSIA,57,NA
2020-09-13T120056,WALTON,6,NA
2020-09-13T120056,WASHINGTON,1,NA
2020-09-13T120056,All,"2,685",NA
2020-09-13T190148,ALACHUA,88,NA
2020-09-13T190148,BAKER,34,NA
2020-09-13T190148,BAY,22,NA
2020-09-13T190148,BRADFORD,0,NA
2020-09-13T190148,BREVARD,61,NA
2020-09-13T190148,BROWARD,293,NA
2020-09-13T190148,CALHOUN,0,NA
2020-09-13T190148,CHARLOTTE,24,NA
2020-09-13T190148,CITRUS,25,NA
2020-09-13T190148,CLAY,38,NA
2020-09-13T190148,COLLIER,32,NA
2020-09-13T190148,COLUMBIA,9,NA
2020-09-13T190148,DESOTO,0,NA
2020-09-13T190148,DUVAL,161,NA
2020-09-13T190148,ESCAMBIA,61,NA
2020-09-13T190148,FLAGLER,12,NA
2020-09-13T190148,FRANKLIN,0,NA
2020-09-13T190148,GADSDEN,57,NA
2020-09-13T190148,GULF,1,NA
2020-09-13T190148,HARDEE,0,NA
2020-09-13T190148,HENDRY,2,NA
2020-09-13T190148,HERNANDO,24,NA
2020-09-13T190148,HIGHLANDS,27,NA
2020-09-13T190148,HILLSBOROUGH,150,NA
2020-09-13T190148,HOLMES,0,NA
2020-09-13T190148,INDIAN RIVER,5,NA
2020-09-13T190148,JACKSON,10,NA
2020-09-13T190148,LAKE,39,NA
2020-09-13T190148,LEE,69,NA
2020-09-13T190148,LEON,59,NA
2020-09-13T190148,MADISON,0,NA
2020-09-13T190148,MANATEE,21,NA
2020-09-13T190148,MARION,59,NA
2020-09-13T190148,MARTIN,12,NA
2020-09-13T190148,MIAMI-DADE,416,NA
2020-09-13T190148,MONROE,4,NA
2020-09-13T190148,NASSAU,3,NA
2020-09-13T190148,OKALOOSA,19,NA
2020-09-13T190148,OKEECHOBEE,16,NA
2020-09-13T190148,ORANGE,108,NA
2020-09-13T190148,OSCEOLA,54,NA
2020-09-13T190148,PALM BEACH,153,NA
2020-09-13T190148,PASCO,21,NA
2020-09-13T190148,PINELLAS,103,NA
2020-09-13T190148,POLK,99,NA
2020-09-13T190148,PUTNAM,7,NA
2020-09-13T190148,SANTA ROSA,6,NA
2020-09-13T190148,SARASOTA,36,NA
2020-09-13T190148,SEMINOLE,32,NA
2020-09-13T190148,ST. JOHNS,15,NA
2020-09-13T190148,ST. LUCIE,58,NA
2020-09-13T190148,SUMTER,10,NA
2020-09-13T190148,SUWANNEE,0,NA
2020-09-13T190148,TAYLOR,0,NA
2020-09-13T190148,UNION,12,NA
2020-09-13T190148,VOLUSIA,56,NA
2020-09-13T190148,WALTON,6,NA
2020-09-13T190148,WASHINGTON,2,NA
2020-09-13T190148,All,"2,631",NA
2020-09-14T070107,ALACHUA,88,NA
2020-09-14T070107,BAKER,34,NA
2020-09-14T070107,BAY,22,NA
2020-09-14T070107,BRADFORD,0,NA
2020-09-14T070107,BREVARD,61,NA
2020-09-14T070107,BROWARD,293,NA
2020-09-14T070107,CALHOUN,0,NA
2020-09-14T070107,CHARLOTTE,24,NA
2020-09-14T070107,CITRUS,25,NA
2020-09-14T070107,CLAY,38,NA
2020-09-14T070107,COLLIER,32,NA
2020-09-14T070107,COLUMBIA,9,NA
2020-09-14T070107,DESOTO,0,NA
2020-09-14T070107,DUVAL,161,NA
2020-09-14T070107,ESCAMBIA,61,NA
2020-09-14T070107,FLAGLER,12,NA
2020-09-14T070107,FRANKLIN,0,NA
2020-09-14T070107,GADSDEN,57,NA
2020-09-14T070107,GULF,1,NA
2020-09-14T070107,HARDEE,0,NA
2020-09-14T070107,HENDRY,2,NA
2020-09-14T070107,HERNANDO,24,NA
2020-09-14T070107,HIGHLANDS,27,NA
2020-09-14T070107,HILLSBOROUGH,150,NA
2020-09-14T070107,HOLMES,0,NA
2020-09-14T070107,INDIAN RIVER,5,NA
2020-09-14T070107,JACKSON,10,NA
2020-09-14T070107,LAKE,39,NA
2020-09-14T070107,LEE,69,NA
2020-09-14T070107,LEON,59,NA
2020-09-14T070107,MADISON,0,NA
2020-09-14T070107,MANATEE,21,NA
2020-09-14T070107,MARION,59,NA
2020-09-14T070107,MARTIN,12,NA
2020-09-14T070107,MIAMI-DADE,419,NA
2020-09-14T070107,MONROE,4,NA
2020-09-14T070107,NASSAU,3,NA
2020-09-14T070107,OKALOOSA,19,NA
2020-09-14T070107,OKEECHOBEE,16,NA
2020-09-14T070107,ORANGE,108,NA
2020-09-14T070107,OSCEOLA,54,NA
2020-09-14T070107,PALM BEACH,153,NA
2020-09-14T070107,PASCO,21,NA
2020-09-14T070107,PINELLAS,103,NA
2020-09-14T070107,POLK,99,NA
2020-09-14T070107,PUTNAM,7,NA
2020-09-14T070107,SANTA ROSA,6,NA
2020-09-14T070107,SARASOTA,36,NA
2020-09-14T070107,SEMINOLE,32,NA
2020-09-14T070107,ST. JOHNS,15,NA
2020-09-14T070107,ST. LUCIE,58,NA
2020-09-14T070107,SUMTER,10,NA
2020-09-14T070107,SUWANNEE,0,NA
2020-09-14T070107,TAYLOR,0,NA
2020-09-14T070107,UNION,12,NA
2020-09-14T070107,VOLUSIA,56,NA
2020-09-14T070107,WALTON,6,NA
2020-09-14T070107,WASHINGTON,2,NA
2020-09-14T070107,All,"2,634",NA
2020-09-14T120148,ALACHUA,87,NA
2020-09-14T120148,BAKER,21,NA
2020-09-14T120148,BAY,24,NA
2020-09-14T120148,BRADFORD,0,NA
2020-09-14T120148,BREVARD,58,NA
2020-09-14T120148,BROWARD,278,NA
2020-09-14T120148,CALHOUN,0,NA
2020-09-14T120148,CHARLOTTE,28,NA
2020-09-14T120148,CITRUS,21,NA
2020-09-14T120148,CLAY,36,NA
2020-09-14T120148,COLLIER,32,NA
2020-09-14T120148,COLUMBIA,9,NA
2020-09-14T120148,DESOTO,0,NA
2020-09-14T120148,DUVAL,153,NA
2020-09-14T120148,ESCAMBIA,64,NA
2020-09-14T120148,FLAGLER,12,NA
2020-09-14T120148,FRANKLIN,0,NA
2020-09-14T120148,GADSDEN,55,NA
2020-09-14T120148,GULF,1,NA
2020-09-14T120148,HARDEE,0,NA
2020-09-14T120148,HENDRY,2,NA
2020-09-14T120148,HERNANDO,23,NA
2020-09-14T120148,HIGHLANDS,28,NA
2020-09-14T120148,HILLSBOROUGH,152,NA
2020-09-14T120148,HOLMES,0,NA
2020-09-14T120148,INDIAN RIVER,6,NA
2020-09-14T120148,JACKSON,11,NA
2020-09-14T120148,LAKE,37,NA
2020-09-14T120148,LEE,75,NA
2020-09-14T120148,LEON,62,NA
2020-09-14T120148,MADISON,0,NA
2020-09-14T120148,MANATEE,20,NA
2020-09-14T120148,MARION,60,NA
2020-09-14T120148,MARTIN,14,NA
2020-09-14T120148,MIAMI-DADE,410,NA
2020-09-14T120148,MONROE,3,NA
2020-09-14T120148,NASSAU,3,NA
2020-09-14T120148,OKALOOSA,16,NA
2020-09-14T120148,OKEECHOBEE,17,NA
2020-09-14T120148,ORANGE,110,NA
2020-09-14T120148,OSCEOLA,54,NA
2020-09-14T120148,PALM BEACH,146,NA
2020-09-14T120148,PASCO,23,NA
2020-09-14T120148,PINELLAS,100,NA
2020-09-14T120148,POLK,111,NA
2020-09-14T120148,PUTNAM,7,NA
2020-09-14T120148,SANTA ROSA,6,NA
2020-09-14T120148,SARASOTA,34,NA
2020-09-14T120148,SEMINOLE,36,NA
2020-09-14T120148,ST. JOHNS,16,NA
2020-09-14T120148,ST. LUCIE,59,NA
2020-09-14T120148,SUMTER,10,NA
2020-09-14T120148,SUWANNEE,0,NA
2020-09-14T120148,TAYLOR,0,NA
2020-09-14T120148,UNION,12,NA
2020-09-14T120148,VOLUSIA,64,NA
2020-09-14T120148,WALTON,7,NA
2020-09-14T120148,WASHINGTON,2,NA
2020-09-14T120148,All,"2,615",NA
2020-09-14T190227,ALACHUA,87,NA
2020-09-14T190227,BAKER,21,NA
2020-09-14T190227,BAY,24,NA
2020-09-14T190227,BRADFORD,0,NA
2020-09-14T190227,BREVARD,56,NA
2020-09-14T190227,BROWARD,278,NA
2020-09-14T190227,CALHOUN,0,NA
2020-09-14T190227,CHARLOTTE,28,NA
2020-09-14T190227,CITRUS,21,NA
2020-09-14T190227,CLAY,36,NA
2020-09-14T190227,COLLIER,32,NA
2020-09-14T190227,COLUMBIA,9,NA
2020-09-14T190227,DESOTO,0,NA
2020-09-14T190227,DUVAL,171,NA
2020-09-14T190227,ESCAMBIA,64,NA
2020-09-14T190227,FLAGLER,12,NA
2020-09-14T190227,FRANKLIN,0,NA
2020-09-14T190227,GADSDEN,55,NA
2020-09-14T190227,GULF,1,NA
2020-09-14T190227,HARDEE,0,NA
2020-09-14T190227,HENDRY,2,NA
2020-09-14T190227,HERNANDO,22,NA
2020-09-14T190227,HIGHLANDS,28,NA
2020-09-14T190227,HILLSBOROUGH,154,NA
2020-09-14T190227,HOLMES,0,NA
2020-09-14T190227,INDIAN RIVER,6,NA
2020-09-14T190227,JACKSON,11,NA
2020-09-14T190227,LAKE,38,NA
2020-09-14T190227,LEE,75,NA
2020-09-14T190227,LEON,62,NA
2020-09-14T190227,MADISON,0,NA
2020-09-14T190227,MANATEE,20,NA
2020-09-14T190227,MARION,60,NA
2020-09-14T190227,MARTIN,14,NA
2020-09-14T190227,MIAMI-DADE,406,NA
2020-09-14T190227,MONROE,3,NA
2020-09-14T190227,NASSAU,3,NA
2020-09-14T190227,OKALOOSA,16,NA
2020-09-14T190227,OKEECHOBEE,17,NA
2020-09-14T190227,ORANGE,110,NA
2020-09-14T190227,OSCEOLA,54,NA
2020-09-14T190227,PALM BEACH,152,NA
2020-09-14T190227,PASCO,23,NA
2020-09-14T190227,PINELLAS,102,NA
2020-09-14T190227,POLK,112,NA
2020-09-14T190227,PUTNAM,7,NA
2020-09-14T190227,SANTA ROSA,6,NA
2020-09-14T190227,SARASOTA,34,NA
2020-09-14T190227,SEMINOLE,36,NA
2020-09-14T190227,ST. JOHNS,16,NA
2020-09-14T190227,ST. LUCIE,59,NA
2020-09-14T190227,SUMTER,10,NA
2020-09-14T190227,SUWANNEE,0,NA
2020-09-14T190227,TAYLOR,0,NA
2020-09-14T190227,UNION,12,NA
2020-09-14T190227,VOLUSIA,63,NA
2020-09-14T190227,WALTON,7,NA
2020-09-14T190227,WASHINGTON,2,NA
2020-09-14T190227,All,"2,637",NA
2020-09-15T070145,ALACHUA,87,NA
2020-09-15T070145,BAKER,21,NA
2020-09-15T070145,BAY,24,NA
2020-09-15T070145,BRADFORD,0,NA
2020-09-15T070145,BREVARD,56,NA
2020-09-15T070145,BROWARD,278,NA
2020-09-15T070145,CALHOUN,0,NA
2020-09-15T070145,CHARLOTTE,28,NA
2020-09-15T070145,CITRUS,21,NA
2020-09-15T070145,CLAY,36,NA
2020-09-15T070145,COLLIER,32,NA
2020-09-15T070145,COLUMBIA,9,NA
2020-09-15T070145,DESOTO,0,NA
2020-09-15T070145,DUVAL,171,NA
2020-09-15T070145,ESCAMBIA,64,NA
2020-09-15T070145,FLAGLER,12,NA
2020-09-15T070145,FRANKLIN,0,NA
2020-09-15T070145,GADSDEN,55,NA
2020-09-15T070145,GULF,1,NA
2020-09-15T070145,HARDEE,0,NA
2020-09-15T070145,HENDRY,2,NA
2020-09-15T070145,HERNANDO,22,NA
2020-09-15T070145,HIGHLANDS,28,NA
2020-09-15T070145,HILLSBOROUGH,154,NA
2020-09-15T070145,HOLMES,0,NA
2020-09-15T070145,INDIAN RIVER,6,NA
2020-09-15T070145,JACKSON,11,NA
2020-09-15T070145,LAKE,38,NA
2020-09-15T070145,LEE,75,NA
2020-09-15T070145,LEON,62,NA
2020-09-15T070145,MADISON,0,NA
2020-09-15T070145,MANATEE,20,NA
2020-09-15T070145,MARION,60,NA
2020-09-15T070145,MARTIN,14,NA
2020-09-15T070145,MIAMI-DADE,406,NA
2020-09-15T070145,MONROE,3,NA
2020-09-15T070145,NASSAU,3,NA
2020-09-15T070145,OKALOOSA,16,NA
2020-09-15T070145,OKEECHOBEE,17,NA
2020-09-15T070145,ORANGE,110,NA
2020-09-15T070145,OSCEOLA,54,NA
2020-09-15T070145,PALM BEACH,152,NA
2020-09-15T070145,PASCO,23,NA
2020-09-15T070145,PINELLAS,102,NA
2020-09-15T070145,POLK,112,NA
2020-09-15T070145,PUTNAM,7,NA
2020-09-15T070145,SANTA ROSA,6,NA
2020-09-15T070145,SARASOTA,34,NA
2020-09-15T070145,SEMINOLE,36,NA
2020-09-15T070145,ST. JOHNS,16,NA
2020-09-15T070145,ST. LUCIE,59,NA
2020-09-15T070145,SUMTER,10,NA
2020-09-15T070145,SUWANNEE,0,NA
2020-09-15T070145,TAYLOR,0,NA
2020-09-15T070145,UNION,12,NA
2020-09-15T070145,VOLUSIA,63,NA
2020-09-15T070145,WALTON,7,NA
2020-09-15T070145,WASHINGTON,2,NA
2020-09-15T070145,All,"2,637",NA
2020-09-15T120154,ALACHUA,83,NA
2020-09-15T120154,BAKER,12,NA
2020-09-15T120154,BAY,25,NA
2020-09-15T120154,BRADFORD,0,NA
2020-09-15T120154,BREVARD,53,NA
2020-09-15T120154,BROWARD,260,NA
2020-09-15T120154,CALHOUN,0,NA
2020-09-15T120154,CHARLOTTE,34,NA
2020-09-15T120154,CITRUS,23,NA
2020-09-15T120154,CLAY,36,NA
2020-09-15T120154,COLLIER,32,NA
2020-09-15T120154,COLUMBIA,10,NA
2020-09-15T120154,DESOTO,1,NA
2020-09-15T120154,DUVAL,166,NA
2020-09-15T120154,ESCAMBIA,54,NA
2020-09-15T120154,FLAGLER,10,NA
2020-09-15T120154,FRANKLIN,0,NA
